Chromosome/scaffold name	Gene stable ID	Transcript stable ID	Exon stable ID	Exon region start (bp)	Exon region end (bp)	5' UTR start	5' UTR end	3' UTR start	3' UTR end	Strand	Exon rank in transcript
1	ENSG00000143469	ENST00000637945	1-210100012-210100461	210100012	210100461	None	None	210100012	210100461	1	7
1	ENSG00000143469	ENST00000637945	1-210155721-210155910	210155721	210155910	None	None	210155721	210155910	1	8
1	ENSG00000143469	ENST00000637945	1-210159421-210159477	210159421	210159477	None	None	210159421	210159477	1	9
1	ENSG00000143469	ENST00000637945	1-210160729-210161731	210160729	210161731	None	None	210160729	210161731	1	10
1	ENSG00000143469	ENST00000472886	1-209952709-209952756	209952709	209952756	None	None	None	None	1	2
1	ENSG00000143469	ENST00000472886	1-210013633-210013797	210013633	210013797	None	None	None	None	1	3
1	ENSG00000143469	ENST00000472886	1-210021039-210021254	210021039	210021254	None	None	None	None	1	4
1	ENSG00000143469	ENST00000472886	1-210094322-210094593	210094322	210094593	None	None	None	None	1	5
1	ENSG00000143469	ENST00000472886	1-210100012-210100461	210100012	210100461	None	None	None	None	1	6
1	ENSG00000143469	ENST00000472886	1-210155721-210155910	210155721	210155910	None	None	None	None	1	7
1	ENSG00000143469	ENST00000472886	1-209938251-209938277	209938251	209938277	209938251	209938264	None	None	1	1
1	ENSG00000143469	ENST00000472886	1-210160729-210162326	210160729	210162326	None	None	210161043	210162326	1	8
1	ENSG00000143469	ENST00000399639	1-209952709-209952756	209952709	209952756	209952709	209952756	None	None	1	2
1	ENSG00000143469	ENST00000399639	1-210021039-210021254	210021039	210021254	None	None	None	None	1	5
1	ENSG00000143469	ENST00000399639	1-210094322-210094593	210094322	210094593	None	None	None	None	1	6
1	ENSG00000143469	ENST00000399639	1-209938260-209938277	209938260	209938277	209938260	209938277	None	None	1	1
1	ENSG00000143469	ENST00000399639	1-209953055-209953259	209953055	209953259	209953055	209953259	None	None	1	3
1	ENSG00000143469	ENST00000399639	1-210013633-210013797	210013633	210013797	210013633	210013685	None	None	1	4
1	ENSG00000143469	ENST00000399639	1-210100012-210100190	210100012	210100190	None	None	None	None	1	7
1	ENSG00000143469	ENST00000399639	1-210155721-210155910	210155721	210155910	None	None	210155740	210155910	1	8
1	ENSG00000143469	ENST00000399639	1-210160729-210171315	210160729	210171315	None	None	210160729	210171315	1	9
1	ENSG00000143469	ENST00000367015	1-210021039-210021254	210021039	210021254	None	None	None	None	1	4
1	ENSG00000143469	ENST00000367015	1-210094322-210094593	210094322	210094593	None	None	None	None	1	5
1	ENSG00000143469	ENST00000367015	1-210100012-210100461	210100012	210100461	None	None	None	None	1	6
1	ENSG00000143469	ENST00000367015	1-210155721-210155910	210155721	210155910	None	None	None	None	1	7
1	ENSG00000143469	ENST00000367015	1-209953055-209953259	209953055	209953259	209953055	209953259	None	None	1	2
1	ENSG00000143469	ENST00000367015	1-210013633-210013797	210013633	210013797	210013633	210013685	None	None	1	3
1	ENSG00000143469	ENST00000367015	1-209952724-209952756	209952724	209952756	209952724	209952756	None	None	1	1
1	ENSG00000143469	ENST00000367015	1-210160729-210164291	210160729	210164291	None	None	210161043	210164291	1	8
1	ENSG00000143469	ENST00000534859	1-210094322-210094593	210094322	210094593	None	None	None	None	1	2
1	ENSG00000143469	ENST00000534859	1-210100012-210100461	210100012	210100461	None	None	None	None	1	3
1	ENSG00000143469	ENST00000534859	1-210155721-210155910	210155721	210155910	None	None	None	None	1	4
1	ENSG00000143469	ENST00000534859	1-210021046-210021254	210021046	210021254	None	None	None	None	1	1
1	ENSG00000143469	ENST00000534859	1-210159400-210159477	210159400	210159477	None	None	None	None	1	5
1	ENSG00000143469	ENST00000534859	1-210160729-210162967	210160729	210162967	None	None	210161043	210162967	1	6
1	ENSG00000143469	ENST00000629778	1-210013633-210013797	210013633	210013797	None	None	None	None	1	4
1	ENSG00000143469	ENST00000629778	1-210021039-210021254	210021039	210021254	None	None	None	None	1	5
1	ENSG00000143469	ENST00000629778	1-210094322-210094593	210094322	210094593	None	None	None	None	1	6
1	ENSG00000143469	ENST00000629778	1-210100012-210100461	210100012	210100461	None	None	None	None	1	7
1	ENSG00000143469	ENST00000629778	1-210155721-210155910	210155721	210155910	None	None	None	None	1	8
1	ENSG00000143469	ENST00000629778	1-210159421-210159477	210159421	210159477	None	None	None	None	1	9
1	ENSG00000143469	ENST00000629778	1-209938251-209938277	209938251	209938277	None	None	None	None	1	1
1	ENSG00000143469	ENST00000629778	1-209952709-209952756	209952709	209952756	None	None	None	None	1	2
1	ENSG00000143469	ENST00000629778	1-209965893-209966013	209965893	209966013	None	None	None	None	1	3
1	ENSG00000143469	ENST00000629778	1-210160729-210161042	210160729	210161042	None	None	None	None	1	10
1	ENSG00000143469	ENST00000537238	1-209952709-209952756	209952709	209952756	209952709	209952756	None	None	1	2
1	ENSG00000143469	ENST00000537238	1-210021039-210021254	210021039	210021254	None	None	None	None	1	5
1	ENSG00000143469	ENST00000537238	1-210094322-210094593	210094322	210094593	None	None	None	None	1	6
1	ENSG00000143469	ENST00000537238	1-210100012-210100461	210100012	210100461	None	None	None	None	1	7
1	ENSG00000143469	ENST00000537238	1-210155721-210155910	210155721	210155910	None	None	None	None	1	8
1	ENSG00000143469	ENST00000537238	1-209953055-209953259	209953055	209953259	209953055	209953259	None	None	1	3
1	ENSG00000143469	ENST00000537238	1-210013633-210013797	210013633	210013797	210013633	210013685	None	None	1	4
1	ENSG00000143469	ENST00000537238	1-209938174-209938277	209938174	209938277	209938174	209938277	None	None	1	1
1	ENSG00000143469	ENST00000537238	1-210160729-210164286	210160729	210164286	None	None	210161043	210164286	1	9
1	ENSG00000075945	ENST00000361580	1-170074436-170074695	170074436	170074695	170074468	170074695	None	None	-1	1
1	ENSG00000075945	ENST00000361580	1-170055305-170055436	170055305	170055436	None	None	None	None	-1	2
1	ENSG00000075945	ENST00000361580	1-170046712-170046866	170046712	170046866	None	None	None	None	-1	3
1	ENSG00000075945	ENST00000361580	1-170039233-170039288	170039233	170039288	None	None	None	None	-1	4
1	ENSG00000075945	ENST00000361580	1-170038290-170038431	170038290	170038431	None	None	None	None	-1	5
1	ENSG00000075945	ENST00000361580	1-170035454-170035553	170035454	170035553	None	None	None	None	-1	6
1	ENSG00000075945	ENST00000361580	1-170034372-170034496	170034372	170034496	None	None	None	None	-1	7
1	ENSG00000075945	ENST00000361580	1-170031886-170031984	170031886	170031984	None	None	None	None	-1	8
1	ENSG00000075945	ENST00000361580	1-170024418-170024596	170024418	170024596	None	None	None	None	-1	9
1	ENSG00000075945	ENST00000361580	1-170016462-170016624	170016462	170016624	None	None	None	None	-1	10
1	ENSG00000075945	ENST00000361580	1-169992155-169992255	169992155	169992255	None	None	None	None	-1	11
1	ENSG00000075945	ENST00000361580	1-169984582-169984690	169984582	169984690	None	None	None	None	-1	12
1	ENSG00000075945	ENST00000361580	1-169983270-169983382	169983270	169983382	None	None	None	None	-1	13
1	ENSG00000075945	ENST00000361580	1-169982702-169982867	169982702	169982867	None	None	None	None	-1	14
1	ENSG00000075945	ENST00000361580	1-169981972-169982097	169981972	169982097	None	None	None	None	-1	15
1	ENSG00000075945	ENST00000361580	1-169978085-169978183	169978085	169978183	None	None	None	None	-1	16
1	ENSG00000075945	ENST00000361580	1-169972513-169972598	169972513	169972598	None	None	None	None	-1	17
1	ENSG00000075945	ENST00000361580	1-169961046-169961235	169961046	169961235	None	None	None	None	-1	18
1	ENSG00000075945	ENST00000361580	1-169954011-169954110	169954011	169954110	None	None	None	None	-1	19
1	ENSG00000075945	ENST00000361580	1-169921329-169921781	169921329	169921781	None	None	169921329	169921675	-1	20
1	ENSG00000075945	ENST00000367765	1-170046712-170046866	170046712	170046866	None	None	None	None	-1	3
1	ENSG00000075945	ENST00000367765	1-170039233-170039288	170039233	170039288	None	None	None	None	-1	4
1	ENSG00000075945	ENST00000367765	1-170038290-170038431	170038290	170038431	None	None	None	None	-1	5
1	ENSG00000075945	ENST00000367765	1-170035454-170035553	170035454	170035553	None	None	None	None	-1	6
1	ENSG00000075945	ENST00000367765	1-170034372-170034496	170034372	170034496	None	None	None	None	-1	7
1	ENSG00000075945	ENST00000367765	1-170031886-170031984	170031886	170031984	None	None	None	None	-1	8
1	ENSG00000075945	ENST00000367765	1-170024418-170024596	170024418	170024596	None	None	None	None	-1	9
1	ENSG00000075945	ENST00000367765	1-170016462-170016624	170016462	170016624	None	None	None	None	-1	10
1	ENSG00000075945	ENST00000367765	1-169992155-169992255	169992155	169992255	None	None	None	None	-1	11
1	ENSG00000075945	ENST00000367765	1-169984582-169984690	169984582	169984690	None	None	None	None	-1	12
1	ENSG00000075945	ENST00000367765	1-169983270-169983382	169983270	169983382	None	None	None	None	-1	13
1	ENSG00000075945	ENST00000367765	1-169982702-169982867	169982702	169982867	None	None	None	None	-1	14
1	ENSG00000075945	ENST00000367765	1-169981972-169982097	169981972	169982097	None	None	None	None	-1	15
1	ENSG00000075945	ENST00000367765	1-169978085-169978183	169978085	169978183	None	None	None	None	-1	16
1	ENSG00000075945	ENST00000367765	1-169972513-169972598	169972513	169972598	None	None	None	None	-1	17
1	ENSG00000075945	ENST00000367765	1-169961046-169961235	169961046	169961235	None	None	None	None	-1	18
1	ENSG00000075945	ENST00000367765	1-169954011-169954110	169954011	169954110	None	None	None	None	-1	19
1	ENSG00000075945	ENST00000367765	1-170067504-170068917	170067504	170068917	170067504	170068917	None	None	-1	1
1	ENSG00000075945	ENST00000367765	1-170055305-170055436	170055305	170055436	170055349	170055436	None	None	-1	2
1	ENSG00000075945	ENST00000367765	1-169921326-169921781	169921326	169921781	None	None	169921326	169921675	-1	20
1	ENSG00000075945	ENST00000367767	1-170046712-170046866	170046712	170046866	None	None	None	None	-1	2
1	ENSG00000075945	ENST00000367767	1-170039233-170039288	170039233	170039288	None	None	None	None	-1	3
1	ENSG00000075945	ENST00000367767	1-170038290-170038431	170038290	170038431	None	None	None	None	-1	4
1	ENSG00000075945	ENST00000367767	1-170035454-170035553	170035454	170035553	None	None	None	None	-1	5
1	ENSG00000075945	ENST00000367767	1-170034372-170034496	170034372	170034496	None	None	None	None	-1	6
1	ENSG00000075945	ENST00000367767	1-170031886-170031984	170031886	170031984	None	None	None	None	-1	7
1	ENSG00000075945	ENST00000367767	1-170024418-170024596	170024418	170024596	None	None	None	None	-1	8
1	ENSG00000075945	ENST00000367767	1-170016462-170016624	170016462	170016624	None	None	None	None	-1	9
1	ENSG00000075945	ENST00000367767	1-169992155-169992255	169992155	169992255	None	None	None	None	-1	10
1	ENSG00000075945	ENST00000367767	1-169984582-169984690	169984582	169984690	None	None	None	None	-1	11
1	ENSG00000075945	ENST00000367767	1-169983270-169983382	169983270	169983382	None	None	None	None	-1	12
1	ENSG00000075945	ENST00000367767	1-169982702-169982867	169982702	169982867	None	None	None	None	-1	13
1	ENSG00000075945	ENST00000367767	1-169981972-169982097	169981972	169982097	None	None	None	None	-1	14
1	ENSG00000075945	ENST00000367767	1-169978085-169978183	169978085	169978183	None	None	None	None	-1	15
1	ENSG00000075945	ENST00000367767	1-169972513-169972598	169972513	169972598	None	None	None	None	-1	16
1	ENSG00000075945	ENST00000367767	1-169961046-169961235	169961046	169961235	None	None	None	None	-1	17
1	ENSG00000075945	ENST00000367767	1-169954011-169954110	169954011	169954110	None	None	None	None	-1	18
1	ENSG00000075945	ENST00000367767	1-169921326-169921781	169921326	169921781	None	None	169921326	169921675	-1	19
1	ENSG00000075945	ENST00000367767	1-170074436-170074588	170074436	170074588	170074468	170074588	None	None	-1	1
1	ENSG00000075945	ENST00000474292	1-170031886-170032210	170031886	170032210	None	None	None	None	-1	1
1	ENSG00000075945	ENST00000474292	1-170024468-170024596	170024468	170024596	None	None	None	None	-1	2
1	ENSG00000075945	ENST00000490550	1-170085035-170085208	170085035	170085208	None	None	None	None	-1	1
1	ENSG00000075945	ENST00000490550	1-170055305-170055436	170055305	170055436	None	None	None	None	-1	2
1	ENSG00000075945	ENST00000490550	1-170046712-170046866	170046712	170046866	None	None	None	None	-1	3
1	ENSG00000075945	ENST00000490550	1-170039233-170039288	170039233	170039288	None	None	None	None	-1	4
1	ENSG00000075945	ENST00000490550	1-170038290-170038431	170038290	170038431	None	None	None	None	-1	5
1	ENSG00000075945	ENST00000490550	1-170035509-170035553	170035509	170035553	None	None	None	None	-1	6
1	ENSG00000075945	ENST00000538366	1-170039233-170039288	170039233	170039288	None	None	None	None	-1	5
1	ENSG00000075945	ENST00000538366	1-170038290-170038431	170038290	170038431	None	None	None	None	-1	6
1	ENSG00000075945	ENST00000538366	1-170035454-170035553	170035454	170035553	None	None	None	None	-1	7
1	ENSG00000075945	ENST00000538366	1-170034372-170034496	170034372	170034496	None	None	None	None	-1	8
1	ENSG00000075945	ENST00000538366	1-170031886-170031984	170031886	170031984	None	None	None	None	-1	9
1	ENSG00000075945	ENST00000538366	1-170024418-170024596	170024418	170024596	None	None	None	None	-1	10
1	ENSG00000075945	ENST00000538366	1-170016462-170016624	170016462	170016624	None	None	None	None	-1	11
1	ENSG00000075945	ENST00000538366	1-169992155-169992255	169992155	169992255	None	None	None	None	-1	12
1	ENSG00000075945	ENST00000538366	1-169984582-169984690	169984582	169984690	None	None	None	None	-1	13
1	ENSG00000075945	ENST00000538366	1-169983270-169983382	169983270	169983382	None	None	None	None	-1	14
1	ENSG00000075945	ENST00000538366	1-169982702-169982867	169982702	169982867	None	None	None	None	-1	15
1	ENSG00000075945	ENST00000538366	1-169981972-169982097	169981972	169982097	None	None	None	None	-1	16
1	ENSG00000075945	ENST00000538366	1-169978085-169978183	169978085	169978183	None	None	None	None	-1	17
1	ENSG00000075945	ENST00000538366	1-169972513-169972598	169972513	169972598	None	None	None	None	-1	18
1	ENSG00000075945	ENST00000538366	1-169961046-169961235	169961046	169961235	None	None	None	None	-1	19
1	ENSG00000075945	ENST00000538366	1-169954011-169954110	169954011	169954110	None	None	None	None	-1	20
1	ENSG00000075945	ENST00000538366	1-170055305-170055436	170055305	170055436	170055305	170055436	None	None	-1	2
1	ENSG00000075945	ENST00000538366	1-170046712-170046866	170046712	170046866	170046712	170046866	None	None	-1	3
1	ENSG00000075945	ENST00000538366	1-170074436-170074738	170074436	170074738	170074436	170074738	None	None	-1	1
1	ENSG00000075945	ENST00000538366	1-170041677-170041840	170041677	170041840	170041762	170041840	None	None	-1	4
1	ENSG00000075945	ENST00000538366	1-169921331-169921781	169921331	169921781	None	None	169921331	169921675	-1	21
1	ENSG00000196660	ENST00000484239	1-219958568-219958647	219958568	219958647	None	None	None	None	-1	1
1	ENSG00000196660	ENST00000484239	1-219927028-219927105	219927028	219927105	None	None	None	None	-1	2
1	ENSG00000196660	ENST00000484239	1-219918255-219918494	219918255	219918494	None	None	None	None	-1	3
1	ENSG00000196660	ENST00000484239	1-219884126-219884302	219884126	219884302	None	None	None	None	-1	4
1	ENSG00000196660	ENST00000484239	1-219822520-219822620	219822520	219822620	None	None	None	None	-1	5
1	ENSG00000196660	ENST00000484239	1-219817663-219817704	219817663	219817704	None	None	None	None	-1	6
1	ENSG00000196660	ENST00000484239	1-219791279-219792055	219791279	219792055	None	None	None	None	-1	7
1	ENSG00000196660	ENST00000484239	1-219790348-219790448	219790348	219790448	None	None	None	None	-1	8
1	ENSG00000196660	ENST00000484239	1-219685427-219685732	219685427	219685732	None	None	None	None	-1	9
1	ENSG00000196660	ENST00000356609	1-219918255-219918494	219918255	219918494	None	None	219918255	219918494	-1	3
1	ENSG00000196660	ENST00000356609	1-219927801-219928651	219927801	219928651	219928441	219928651	None	None	-1	1
1	ENSG00000196660	ENST00000356609	1-219927028-219927143	219927028	219927143	None	None	219927028	219927111	-1	2
1	ENSG00000196660	ENST00000356609	1-219913506-219915948	219913506	219915948	None	None	219913506	219915948	-1	4
1	ENSG00000196660	ENST00000484079	1-219918255-219919030	219918255	219919030	None	None	None	None	-1	1
1	ENSG00000196660	ENST00000484079	1-219914264-219915948	219914264	219915948	None	None	None	None	-1	2
1	ENSG00000196660	ENST00000366926	1-219927801-219928602	219927801	219928602	219928441	219928602	None	None	-1	1
1	ENSG00000196660	ENST00000366926	1-219927028-219927105	219927028	219927105	None	None	None	None	-1	2
1	ENSG00000196660	ENST00000366926	1-219918255-219918494	219918255	219918494	None	None	None	None	-1	3
1	ENSG00000196660	ENST00000366926	1-219915154-219915948	219915154	219915948	None	None	219915154	219915448	-1	4
1	ENSG00000130772	ENST00000479574	1-28329002-28329124	28329002	28329124	None	None	None	None	1	1
1	ENSG00000130772	ENST00000479574	1-28330597-28330735	28330597	28330735	None	None	None	None	1	2
1	ENSG00000130772	ENST00000479574	1-28334417-28335016	28334417	28335016	None	None	None	None	1	3
1	ENSG00000130772	ENST00000373842	1-28329040-28329180	28329040	28329180	28329040	28329180	None	None	1	1
1	ENSG00000130772	ENST00000373842	1-28330597-28330735	28330597	28330735	28330597	28330662	None	None	1	2
1	ENSG00000130772	ENST00000373842	1-28334417-28335965	28334417	28335965	None	None	28334971	28335965	1	3
1	ENSG00000130772	ENST00000475655	1-28329062-28329180	28329062	28329180	None	None	None	None	1	1
1	ENSG00000130772	ENST00000475655	1-28330597-28330792	28330597	28330792	None	None	None	None	1	2
1	ENSG00000130772	ENST00000474683	1-28330597-28330735	28330597	28330735	None	None	None	None	1	2
1	ENSG00000130772	ENST00000474683	1-28330283-28330375	28330283	28330375	None	None	None	None	1	1
1	ENSG00000130772	ENST00000474683	1-28334417-28334585	28334417	28334585	None	None	None	None	1	3
1	ENSG00000130772	ENST00000398997	1-28330597-28330735	28330597	28330735	28330597	28330662	None	None	1	2
1	ENSG00000130772	ENST00000398997	1-28329055-28329180	28329055	28329180	28329055	28329180	None	None	1	1
1	ENSG00000130772	ENST00000398997	1-28334417-28335086	28334417	28335086	None	None	28334971	28335086	1	3
1	ENSG00000130772	ENST00000398997	1-28335794-28335964	28335794	28335964	None	None	28335794	28335964	1	4
1	ENSG00000143669	ENST00000389793	1-235866843-235866920	235866843	235866920	235866843	235866920	None	None	-1	1
1	ENSG00000143669	ENST00000389793	1-235833578-235833667	235833578	235833667	235833578	235833667	None	None	-1	2
1	ENSG00000143669	ENST00000389793	1-235830226-235830424	235830226	235830424	235830418	235830424	None	None	-1	3
1	ENSG00000143669	ENST00000389793	1-235812971-235813061	235812971	235813061	None	None	None	None	-1	4
1	ENSG00000143669	ENST00000389793	1-235808455-235810534	235808455	235810534	None	None	None	None	-1	5
1	ENSG00000143669	ENST00000389793	1-235805743-235806772	235805743	235806772	None	None	None	None	-1	6
1	ENSG00000143669	ENST00000389793	1-235804504-235804665	235804504	235804665	None	None	None	None	-1	7
1	ENSG00000143669	ENST00000389793	1-235802908-235803064	235802908	235803064	None	None	None	None	-1	8
1	ENSG00000143669	ENST00000389793	1-235800871-235801097	235800871	235801097	None	None	None	None	-1	9
1	ENSG00000143669	ENST00000389793	1-235800320-235800386	235800320	235800386	None	None	None	None	-1	10
1	ENSG00000143669	ENST00000389793	1-235793503-235793612	235793503	235793612	None	None	None	None	-1	11
1	ENSG00000143669	ENST00000389793	1-235791699-235792125	235791699	235792125	None	None	None	None	-1	12
1	ENSG00000143669	ENST00000389793	1-235788701-235788845	235788701	235788845	None	None	None	None	-1	13
1	ENSG00000143669	ENST00000389793	1-235787200-235787373	235787200	235787373	None	None	None	None	-1	14
1	ENSG00000143669	ENST00000389793	1-235781927-235782087	235781927	235782087	None	None	None	None	-1	15
1	ENSG00000143669	ENST00000389793	1-235780865-235781055	235780865	235781055	None	None	None	None	-1	16
1	ENSG00000143669	ENST00000389793	1-235777063-235777308	235777063	235777308	None	None	None	None	-1	17
1	ENSG00000143669	ENST00000389793	1-235774913-235775086	235774913	235775086	None	None	None	None	-1	18
1	ENSG00000143669	ENST00000389793	1-235773842-235773991	235773842	235773991	None	None	None	None	-1	19
1	ENSG00000143669	ENST00000389793	1-235770160-235770297	235770160	235770297	None	None	None	None	-1	20
1	ENSG00000143669	ENST00000389793	1-235766079-235766277	235766079	235766277	None	None	None	None	-1	21
1	ENSG00000143669	ENST00000389793	1-235762720-235762851	235762720	235762851	None	None	None	None	-1	22
1	ENSG00000143669	ENST00000389793	1-235758972-235759599	235758972	235759599	None	None	None	None	-1	23
1	ENSG00000143669	ENST00000389793	1-235757281-235757458	235757281	235757458	None	None	None	None	-1	24
1	ENSG00000143669	ENST00000389793	1-235755478-235755647	235755478	235755647	None	None	None	None	-1	25
1	ENSG00000143669	ENST00000389793	1-235753044-235753274	235753044	235753274	None	None	None	None	-1	26
1	ENSG00000143669	ENST00000389793	1-235752005-235752171	235752005	235752171	None	None	None	None	-1	27
1	ENSG00000143669	ENST00000389793	1-235751210-235751362	235751210	235751362	None	None	None	None	-1	28
1	ENSG00000143669	ENST00000389793	1-235746336-235746527	235746336	235746527	None	None	None	None	-1	29
1	ENSG00000143669	ENST00000389793	1-235743979-235744157	235743979	235744157	None	None	None	None	-1	30
1	ENSG00000143669	ENST00000389793	1-235741422-235741628	235741422	235741628	None	None	None	None	-1	31
1	ENSG00000143669	ENST00000389793	1-235734483-235734659	235734483	235734659	None	None	None	None	-1	32
1	ENSG00000143669	ENST00000389793	1-235733830-235733906	235733830	235733906	None	None	None	None	-1	33
1	ENSG00000143669	ENST00000389793	1-235733503-235733691	235733503	235733691	None	None	None	None	-1	34
1	ENSG00000143669	ENST00000389793	1-235731032-235731177	235731032	235731177	None	None	None	None	-1	35
1	ENSG00000143669	ENST00000389793	1-235730847-235730943	235730847	235730943	None	None	None	None	-1	36
1	ENSG00000143669	ENST00000389793	1-235729596-235729657	235729596	235729657	None	None	None	None	-1	37
1	ENSG00000143669	ENST00000389793	1-235728076-235728131	235728076	235728131	None	None	None	None	-1	38
1	ENSG00000143669	ENST00000389793	1-235724028-235724180	235724028	235724180	None	None	None	None	-1	39
1	ENSG00000143669	ENST00000389793	1-235720661-235720905	235720661	235720905	None	None	None	None	-1	40
1	ENSG00000143669	ENST00000389793	1-235716712-235716778	235716712	235716778	None	None	None	None	-1	41
1	ENSG00000143669	ENST00000389793	1-235715201-235715357	235715201	235715357	None	None	None	None	-1	42
1	ENSG00000143669	ENST00000389793	1-235712057-235712197	235712057	235712197	None	None	None	None	-1	43
1	ENSG00000143669	ENST00000389793	1-235709091-235709308	235709091	235709308	None	None	None	None	-1	44
1	ENSG00000143669	ENST00000389793	1-235702747-235702977	235702747	235702977	None	None	None	None	-1	45
1	ENSG00000143669	ENST00000389793	1-235697083-235697272	235697083	235697272	None	None	None	None	-1	46
1	ENSG00000143669	ENST00000389793	1-235693350-235693486	235693350	235693486	None	None	None	None	-1	47
1	ENSG00000143669	ENST00000389793	1-235686949-235687047	235686949	235687047	None	None	None	None	-1	48
1	ENSG00000143669	ENST00000389793	1-235677480-235677619	235677480	235677619	None	None	None	None	-1	49
1	ENSG00000143669	ENST00000389793	1-235677091-235677188	235677091	235677188	None	None	None	None	-1	50
1	ENSG00000143669	ENST00000389793	1-235664465-235664621	235664465	235664621	None	None	None	None	-1	51
1	ENSG00000143669	ENST00000389793	1-235663984-235664055	235663984	235664055	None	None	None	None	-1	52
1	ENSG00000143669	ENST00000389793	1-235661041-235663078	235661041	235663078	None	None	235661041	235662939	-1	53
1	ENSG00000143669	ENST00000473037	1-235734483-235738007	235734483	235738007	None	None	None	None	-1	1
1	ENSG00000143669	ENST00000473037	1-235733830-235733906	235733830	235733906	None	None	None	None	-1	2
1	ENSG00000143669	ENST00000473037	1-235733503-235733691	235733503	235733691	None	None	None	None	-1	3
1	ENSG00000143669	ENST00000473037	1-235731032-235731177	235731032	235731177	None	None	None	None	-1	4
1	ENSG00000143669	ENST00000473037	1-235730847-235730943	235730847	235730943	None	None	None	None	-1	5
1	ENSG00000143669	ENST00000473037	1-235729596-235729657	235729596	235729657	None	None	None	None	-1	6
1	ENSG00000143669	ENST00000473037	1-235728076-235728131	235728076	235728131	None	None	None	None	-1	7
1	ENSG00000143669	ENST00000473037	1-235724028-235724180	235724028	235724180	None	None	None	None	-1	8
1	ENSG00000143669	ENST00000473037	1-235720661-235720905	235720661	235720905	None	None	None	None	-1	9
1	ENSG00000143669	ENST00000473037	1-235716712-235716778	235716712	235716778	None	None	None	None	-1	10
1	ENSG00000143669	ENST00000473037	1-235715201-235715357	235715201	235715357	None	None	None	None	-1	11
1	ENSG00000143669	ENST00000473037	1-235712057-235712197	235712057	235712197	None	None	None	None	-1	12
1	ENSG00000143669	ENST00000473037	1-235709091-235709308	235709091	235709308	None	None	None	None	-1	13
1	ENSG00000143669	ENST00000473037	1-235702747-235702977	235702747	235702977	None	None	None	None	-1	14
1	ENSG00000143669	ENST00000473037	1-235697083-235697272	235697083	235697272	None	None	None	None	-1	15
1	ENSG00000143669	ENST00000473037	1-235693350-235693486	235693350	235693486	None	None	None	None	-1	16
1	ENSG00000143669	ENST00000473037	1-235686949-235687047	235686949	235687047	None	None	None	None	-1	17
