Chromosome/scaffold name	Gene stable ID	Transcript stable ID	Exon stable ID	Exon region start (bp)	Exon region end (bp)	5' UTR start	5' UTR end	3' UTR start	3' UTR end	Strand	Exon rank in transcript
1	ENSG00000159352	ENST00000445776	ENSE00001773890	151237364	151237394					1	1
1	ENSG00000159352	ENST00000445776	ENSE00001728732	151239649	151239942			151239820	151239942	1	6
1	ENSG00000159352	ENST00000491857	ENSE00001947422	151237720	151238085					1	1
1	ENSG00000159352	ENST00000491857	ENSE00001866008	151238480	151238574					1	2
1	ENSG00000159352	ENST00000427779	ENSE00003563666	151238996	151239063			151238996	151239063	1	3
1	ENSG00000159352	ENST00000427779	ENSE00001799146	151238514	151238674			151238633	151238674	1	1
1	ENSG00000159352	ENST00000427779	ENSE00003685159	151238784	151238915			151238784	151238915	1	2
1	ENSG00000159352	ENST00000427779	ENSE00003531948	151239649	151239936			151239649	151239936	1	4
1	ENSG00000159352	ENST00000470396	ENSE00003685159	151238784	151238915					1	1
1	ENSG00000159352	ENST00000470396	ENSE00001832144	151238996	151239201					1	2
1	ENSG00000159352	ENST00000453615	ENSE00001792232	151239020	151239063					1	1
1	ENSG00000159352	ENST00000453615	ENSE00001644012	151239416	151239454					1	2
1	ENSG00000159352	ENST00000453615	ENSE00003504221	151239649	151239936			151239820	151239936	1	3
1	ENSG00000143373	ENST00000443959	ENSE00001779567	151254094	151254555	151254094	151254545			1	1
1	ENSG00000143373	ENST00000443959	ENSE00001608411	151258751	151259181					1	2
1	ENSG00000143373	ENST00000336715	ENSE00001904321	151254743	151254871	151254743	151254871			1	1
1	ENSG00000143373	ENST00000336715	ENSE00001350923	151258751	151260882	151258751	151258767			1	2
1	ENSG00000143373	ENST00000336715	ENSE00003515871	151261004	151261182					1	3
1	ENSG00000143373	ENST00000336715	ENSE00000959649	151261571	151261747					1	4
1	ENSG00000143373	ENST00000336715	ENSE00000959650	151261854	151262016					1	5
1	ENSG00000143373	ENST00000336715	ENSE00003584768	151262154	151262483					1	6
1	ENSG00000143373	ENST00000336715	ENSE00003657693	151262598	151262710					1	7
1	ENSG00000143373	ENST00000336715	ENSE00003628388	151262908	151263049					1	8
1	ENSG00000143373	ENST00000336715	ENSE00003171380	151263191	151264656			151263686	151264656	1	9
1	ENSG00000143373	ENST00000449313	ENSE00001350923	151258751	151260882	151258751	151258767			1	2
1	ENSG00000143373	ENST00000449313	ENSE00003515871	151261004	151261182					1	3
1	ENSG00000143373	ENST00000449313	ENSE00001760758	151254764	151254871	151254764	151254871			1	1
1	ENSG00000143373	ENST00000449313	ENSE00003519473	151262154	151262483			151262218	151262483	1	4
1	ENSG00000143373	ENST00000449313	ENSE00003689021	151262598	151262710			151262598	151262710	1	5
1	ENSG00000143373	ENST00000449313	ENSE00003513948	151262908	151263049			151262908	151263049	1	6
1	ENSG00000143373	ENST00000449313	ENSE00001654130	151263191	151264371			151263191	151264371	1	7
1	ENSG00000143373	ENST00000324048	ENSE00001350923	151258751	151260882	151258751	151258767			1	3
1	ENSG00000143373	ENST00000324048	ENSE00003515871	151261004	151261182					1	4
1	ENSG00000143373	ENST00000324048	ENSE00000959649	151261571	151261747					1	5
1	ENSG00000143373	ENST00000324048	ENSE00000959650	151261854	151262016					1	6
1	ENSG00000143373	ENST00000324048	ENSE00003584768	151262154	151262483					1	7
1	ENSG00000143373	ENST00000324048	ENSE00003657693	151262598	151262710					1	8
1	ENSG00000143373	ENST00000324048	ENSE00003628388	151262908	151263049					1	9
1	ENSG00000143373	ENST00000324048	ENSE00001409506	151254788	151254871	151254788	151254871			1	1
1	ENSG00000143373	ENST00000324048	ENSE00001149904	151257682	151258550	151257682	151258550			1	2
1	ENSG00000143373	ENST00000324048	ENSE00003553459	151263191	151264379			151263686	151264379	1	10
1	ENSG00000143373	ENST00000426871	ENSE00003515871	151261004	151261182					1	2
1	ENSG00000143373	ENST00000426871	ENSE00000959649	151261571	151261747					1	3
1	ENSG00000143373	ENST00000426871	ENSE00000959650	151261854	151262016					1	4
1	ENSG00000143373	ENST00000426871	ENSE00003584768	151262154	151262483					1	5
1	ENSG00000143373	ENST00000426871	ENSE00003657693	151262598	151262710					1	6
1	ENSG00000143373	ENST00000426871	ENSE00001636640	151259960	151260882					1	1
1	ENSG00000143373	ENST00000426871	ENSE00001448184	151262847	151263049					1	7
1	ENSG00000143373	ENST00000426871	ENSE00003591997	151263191	151264379			151263223	151264379	1	8
1	ENSG00000143373	ENST00000459919	ENSE00001855515	151260667	151260882					1	1
1	ENSG00000143373	ENST00000459919	ENSE00003653413	151261004	151261182					1	2
1	ENSG00000143373	ENST00000459919	ENSE00001946095	151261571	151262015					1	3
1	ENSG00000143373	ENST00000436614	ENSE00001618271	151262927	151263049					1	1
1	ENSG00000143373	ENST00000436614	ENSE00001635542	151263171	151263813			151263348	151263813	1	2
1	ENSG00000143373	ENST00000368879	ENSE00001350923	151258751	151260882	151258751	151258767			1	2
1	ENSG00000143373	ENST00000368879	ENSE00003515871	151261004	151261182					1	3
1	ENSG00000143373	ENST00000368879	ENSE00000959649	151261571	151261747					1	4
1	ENSG00000143373	ENST00000368879	ENSE00000959650	151261854	151262016					1	5
1	ENSG00000143373	ENST00000368879	ENSE00003584768	151262154	151262483					1	6
1	ENSG00000143373	ENST00000368879	ENSE00003657693	151262598	151262710					1	7
1	ENSG00000143373	ENST00000368879	ENSE00001448184	151262847	151263049					1	8
1	ENSG00000143373	ENST00000368879	ENSE00001285253	151254791	151254871	151254791	151254871			1	1
1	ENSG00000143373	ENST00000368879	ENSE00001672226	151263191	151264380			151263223	151264380	1	9
1	ENSG00000196660	ENST00000484239	ENSE00001936598	220131910	220131989					-1	1
1	ENSG00000196660	ENST00000484239	ENSE00003508451	220100370	220100447					-1	2
1	ENSG00000196660	ENST00000484239	ENSE00003572558	220091597	220091836					-1	3
1	ENSG00000196660	ENST00000484239	ENSE00001836324	220057468	220057644					-1	4
1	ENSG00000196660	ENST00000484239	ENSE00001847011	219995862	219995962					-1	5
1	ENSG00000196660	ENST00000484239	ENSE00001916297	219991005	219991046					-1	6
1	ENSG00000196660	ENST00000484239	ENSE00001945535	219964621	219965397					-1	7
1	ENSG00000196660	ENST00000484239	ENSE00001897313	219963690	219963790					-1	8
1	ENSG00000196660	ENST00000484239	ENSE00001870310	219858769	219859074					-1	9
1	ENSG00000196660	ENST00000356609	ENSE00003572558	220091597	220091836			220091597	220091836	-1	3
1	ENSG00000196660	ENST00000356609	ENSE00001443006	220101143	220101993	220101783	220101993			-1	1
1	ENSG00000196660	ENST00000356609	ENSE00001415906	220100370	220100485			220100370	220100453	-1	2
1	ENSG00000196660	ENST00000356609	ENSE00001414935	220086848	220089290			220086848	220089290	-1	4
1	ENSG00000196660	ENST00000484079	ENSE00001839208	220091597	220092372					-1	1
1	ENSG00000196660	ENST00000484079	ENSE00001443003	220087606	220089290					-1	2
1	ENSG00000196660	ENST00000366926	ENSE00001443005	220101143	220101944	220101783	220101944			-1	1
1	ENSG00000196660	ENST00000366926	ENSE00003608838	220100370	220100447					-1	2
1	ENSG00000196660	ENST00000366926	ENSE00003510577	220091597	220091836					-1	3
1	ENSG00000196660	ENST00000366926	ENSE00001919403	220088496	220089290			220088496	220088790	-1	4
1	ENSG00000196660	ENST00000536446	ENSE00001936598	220131910	220131989	220131910	220131989			-1	1
1	ENSG00000196660	ENST00000536446	ENSE00003508451	220100370	220100447	220100370	220100447			-1	2
1	ENSG00000196660	ENST00000536446	ENSE00003460277	220091597	220091836	220091820	220091836			-1	3
1	ENSG00000196660	ENST00000536446	ENSE00002313912	220088791	220089290					-1	4
1	ENSG00000196660	ENST00000536992	ENSE00001443006	220101143	220101993	220101783	220101993			-1	1
1	ENSG00000196660	ENST00000536992	ENSE00002317008	220100454	220100485					-1	2
1	ENSG00000130772	ENST00000479574	ENSE00001710749	28655513	28655635					1	1
1	ENSG00000130772	ENST00000479574	ENSE00003545619	28657108	28657246					1	2
1	ENSG00000130772	ENST00000479574	ENSE00001877472	28660928	28661527					1	3
1	ENSG00000130772	ENST00000373842	ENSE00001207949	28655549	28655691	28655549	28655691			1	1
1	ENSG00000130772	ENST00000373842	ENSE00003557417	28657108	28657246	28657108	28657173			1	2
1	ENSG00000130772	ENST00000373842	ENSE00001866153	28660928	28662476			28661482	28662476	1	3
1	ENSG00000130772	ENST00000475655	ENSE00001907345	28655573	28655691					1	1
1	ENSG00000130772	ENST00000475655	ENSE00001925239	28657108	28657303					1	2
1	ENSG00000130772	ENST00000474683	ENSE00003545619	28657108	28657246					1	2
1	ENSG00000130772	ENST00000474683	ENSE00001936975	28656794	28656886					1	1
1	ENSG00000130772	ENST00000474683	ENSE00001861979	28660928	28661096					1	3
1	ENSG00000130772	ENST00000398997	ENSE00003557417	28657108	28657246	28657108	28657173			1	2
1	ENSG00000130772	ENST00000398997	ENSE00001535910	28655566	28655691	28655566	28655691			1	1
1	ENSG00000130772	ENST00000398997	ENSE00001535908	28660928	28661597			28661482	28661597	1	3
1	ENSG00000130772	ENST00000398997	ENSE00001535899	28662305	28662475			28662305	28662475	1	4
1	ENSG00000143669	ENST00000389794	ENSE00001442145	236030137	236030220	236030137	236030220			-1	1
1	ENSG00000143669	ENST00000389794	ENSE00001442144	235996878	235996961	235996878	235996961			-1	2
1	ENSG00000143669	ENST00000389794	ENSE00003506340	235993526	235993724	235993718	235993724			-1	3
1	ENSG00000143669	ENST00000389794	ENSE00003661514	235976271	235976361					-1	4
1	ENSG00000143669	ENST00000389794	ENSE00003571882	235971755	235973834					-1	5
1	ENSG00000143669	ENST00000389794	ENSE00003676905	235969043	235970072					-1	6
1	ENSG00000143669	ENST00000389794	ENSE00003594713	235967804	235967965					-1	7
1	ENSG00000143669	ENST00000389794	ENSE00003529091	235966208	235966364					-1	8
1	ENSG00000143669	ENST00000389794	ENSE00003508546	235964171	235964397					-1	9
1	ENSG00000143669	ENST00000389794	ENSE00003551321	235963620	235963686					-1	10
1	ENSG00000143669	ENST00000389794	ENSE00003684084	235956803	235956912					-1	11
1	ENSG00000143669	ENST00000389794	ENSE00003510003	235954999	235955425					-1	12
1	ENSG00000143669	ENST00000389794	ENSE00003523539	235952001	235952145					-1	13
1	ENSG00000143669	ENST00000389794	ENSE00003593340	235950500	235950673					-1	14
1	ENSG00000143669	ENST00000389794	ENSE00003528984	235945227	235945387					-1	15
1	ENSG00000143669	ENST00000389794	ENSE00003638964	235944165	235944355					-1	16
1	ENSG00000143669	ENST00000389794	ENSE00003542717	235940363	235940608					-1	17
1	ENSG00000143669	ENST00000389794	ENSE00003484512	235938213	235938386					-1	18
1	ENSG00000143669	ENST00000389794	ENSE00003590346	235937142	235937291					-1	19
1	ENSG00000143669	ENST00000389794	ENSE00003659472	235933460	235933597					-1	20
1	ENSG00000143669	ENST00000389794	ENSE00003648042	235929379	235929577					-1	21
1	ENSG00000143669	ENST00000389794	ENSE00003458799	235926020	235926151					-1	22
1	ENSG00000143669	ENST00000389794	ENSE00000961469	235922272	235922899					-1	23
1	ENSG00000143669	ENST00000389794	ENSE00000961470	235920581	235920758					-1	24
1	ENSG00000143669	ENST00000389794	ENSE00000961471	235918778	235918947					-1	25
1	ENSG00000143669	ENST00000389794	ENSE00001261300	235916344	235916574					-1	26
1	ENSG00000143669	ENST00000389794	ENSE00000961473	235915305	235915471					-1	27
1	ENSG00000143669	ENST00000389794	ENSE00000961474	235914510	235914662					-1	28
1	ENSG00000143669	ENST00000389794	ENSE00001167184	235909636	235909827					-1	29
1	ENSG00000143669	ENST00000389794	ENSE00000961477	235907279	235907457					-1	30
1	ENSG00000143669	ENST00000389794	ENSE00003475755	235904722	235904928					-1	31
1	ENSG00000143669	ENST00000389794	ENSE00000961479	235897783	235897959					-1	32
1	ENSG00000143669	ENST00000389794	ENSE00003599764	235897130	235897206					-1	33
1	ENSG00000143669	ENST00000389794	ENSE00003522261	235896803	235896991					-1	34
1	ENSG00000143669	ENST00000389794	ENSE00003556676	235894332	235894477					-1	35
1	ENSG00000143669	ENST00000389794	ENSE00003691151	235894147	235894243					-1	36
1	ENSG00000143669	ENST00000389794	ENSE00003586687	235892896	235892957					-1	37
1	ENSG00000143669	ENST00000389794	ENSE00003618959	235891376	235891431					-1	38
1	ENSG00000143669	ENST00000389794	ENSE00003649483	235887328	235887480					-1	39
1	ENSG00000143669	ENST00000389794	ENSE00003461154	235883961	235884205					-1	40
1	ENSG00000143669	ENST00000389794	ENSE00003659400	235880012	235880078					-1	41
1	ENSG00000143669	ENST00000389794	ENSE00003693863	235878501	235878657					-1	42
1	ENSG00000143669	ENST00000389794	ENSE00003477451	235875357	235875497					-1	43
1	ENSG00000143669	ENST00000389794	ENSE00003581883	235872391	235872608					-1	44
1	ENSG00000143669	ENST00000389794	ENSE00003530827	235866047	235866277					-1	45
1	ENSG00000143669	ENST00000389794	ENSE00003603021	235860383	235860572					-1	46
1	ENSG00000143669	ENST00000389794	ENSE00003537661	235856650	235856786					-1	47
1	ENSG00000143669	ENST00000389794	ENSE00003526789	235850249	235850347					-1	48
1	ENSG00000143669	ENST00000389794	ENSE00003543955	235840780	235840919					-1	49
1	ENSG00000143669	ENST00000389794	ENSE00003674489	235840391	235840488					-1	50
1	ENSG00000143669	ENST00000389794	ENSE00003567871	235827765	235827921					-1	51
1	ENSG00000143669	ENST00000389794	ENSE00003654583	235827284	235827355					-1	52
1	ENSG00000143669	ENST00000389794	ENSE00001509893	235824341	235826378			235824341	235826239	-1	53
1	ENSG00000143669	ENST00000473037	ENSE00001870516	235897783	235901307					-1	1
1	ENSG00000143669	ENST00000473037	ENSE00003664432	235897130	235897206					-1	2
1	ENSG00000143669	ENST00000473037	ENSE00003685727	235896803	235896991					-1	3
1	ENSG00000143669	ENST00000473037	ENSE00003515787	235894332	235894477					-1	4
1	ENSG00000143669	ENST00000473037	ENSE00003654163	235894147	235894243					-1	5
1	ENSG00000143669	ENST00000473037	ENSE00003572451	235892896	235892957					-1	6
1	ENSG00000143669	ENST00000473037	ENSE00003508450	235891376	235891431					-1	7
1	ENSG00000143669	ENST00000473037	ENSE00003648203	235887328	235887480					-1	8
1	ENSG00000143669	ENST00000473037	ENSE00003537715	235883961	235884205					-1	9
1	ENSG00000143669	ENST00000473037	ENSE00003586102	235880012	235880078					-1	10
1	ENSG00000143669	ENST00000473037	ENSE00003667221	235878501	235878657					-1	11
1	ENSG00000143669	ENST00000473037	ENSE00003632700	235875357	235875497					-1	12
1	ENSG00000143669	ENST00000473037	ENSE00003631387	235872391	235872608					-1	13
1	ENSG00000143669	ENST00000473037	ENSE00003554276	235866047	235866277					-1	14
1	ENSG00000143669	ENST00000473037	ENSE00003677197	235860383	235860572					-1	15
1	ENSG00000143669	ENST00000473037	ENSE00003470451	235856650	235856786					-1	16
1	ENSG00000143669	ENST00000473037	ENSE00003617477	235850249	235850347					-1	17
1	ENSG00000143669	ENST00000473037	ENSE00003549996	235840780	235840919					-1	18
1	ENSG00000143669	ENST00000473037	ENSE00003471544	235840391	235840488					-1	19
1	ENSG00000143669	ENST00000473037	ENSE00003672888	235827765	235827921					-1	20
1	ENSG00000143669	ENST00000473037	ENSE00003500382	235827284	235827355					-1	21
1	ENSG00000143669	ENST00000473037	ENSE00001930420	235824343	235826378					-1	22
1	ENSG00000143669	ENST00000462376	ENSE00001897765	235875357	235875700					-1	1
1	ENSG00000143669	ENST00000462376	ENSE00001915840	235872406	235872608					-1	2
1	ENSG00000143669	ENST00000475277	ENSE00003648203	235887328	235887480					-1	2
1	ENSG00000143669	ENST00000475277	ENSE00003537715	235883961	235884205					-1	3
1	ENSG00000143669	ENST00000475277	ENSE00003586102	235880012	235880078					-1	4
1	ENSG00000143669	ENST00000475277	ENSE00003667221	235878501	235878657					-1	5
1	ENSG00000143669	ENST00000475277	ENSE00001941111	235891376	235891403					-1	1
1	ENSG00000143669	ENST00000475277	ENSE00001890745	235876409	235876476					-1	6
1	ENSG00000143669	ENST00000461526	ENSE00001940442	235907279	235907332					-1	1
1	ENSG00000143669	ENST00000461526	ENSE00003482319	235904722	235904928					-1	2
1	ENSG00000143669	ENST00000461526	ENSE00001909899	235901290	235901894					-1	3
1	ENSG00000143669	ENST00000487530	ENSE00000961473	235915305	235915471					-1	1
1	ENSG00000143669	ENST00000487530	ENSE00000961474	235914510	235914662					-1	2
1	ENSG00000143669	ENST00000487530	ENSE00001836585	235910470	235910631					-1	3
1	ENSG00000143669	ENST00000487530	ENSE00001817011	235909768	235909827					-1	4
1	ENSG00000143669	ENST00000489585	ENSE00001852201	236046487	236046940					-1	1
1	ENSG00000143669	ENST00000489585	ENSE00001424390	235996878	235996967					-1	2
1	ENSG00000143669	ENST00000489585	ENSE00003463980	235993526	235993724					-1	3
1	ENSG00000143669	ENST00000489585	ENSE00003488535	235976271	235976361					-1	4
1	ENSG00000143669	ENST00000489585	ENSE00003511978	235971755	235973834					-1	5
1	ENSG00000143669	ENST00000489585	ENSE00003466287	235969043	235970072					-1	6
1	ENSG00000143669	ENST00000489585	ENSE00003559257	235967804	235967965					-1	7
